
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|the|DT|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|same|JJ|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|or|CC|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|to|TO|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|a|DT|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|different|JJ|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|location|NN|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|with|IN|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|an|DT|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|additional|JJ|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|charge|NN|O|nnp Vehicles|can|can take
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|different location|is with|additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|different location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|can|can take from one location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|location with additional charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|different location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|different location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|location with charge
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|returned to|same location
NNPS Vehicles can be taken from one location and returned to the same location or to the same location or to a different location with an additional charge.|.|.|O|nnp Vehicles|can|can take

 ----------
