
SENTENCE|WORD|POS|NER|SUBJECT|PREDICATE|OBJECT 
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|CRS|NNP|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|-RRB-|-RRB-|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|is|VBZ|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|a|DT|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|computerized|JJ|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|system|NN|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|used|VBN|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|to|TO|O|computer reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|central reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|central reservation system|is|system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|central reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|transaction|related to|air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|computer reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|computer reservation system|is|computerized system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|information|conduct|transaction
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|central reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|system|is|computerized
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|information|conduct|transaction relate
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|reservation system|is|system
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|computer reservation system|is|computerized system use
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|information|conduct|transaction relate to air travel
A computer reservation system or central reservation system -LRB- CRS -RRB- is a computerized system used to store and retrieve information and conduct transactions related to air travel , hotels , car rental , or other activities.|store|VB|O|computer reservation system|is|system use
